ID,DATASET,FOLD,PREPROC,ALGORITHM,ORDER,ALPHA,ENCODER,PRE,REC,SPE,F1,GEO,IBA
abalone-3_vs_11_BinaryEncoder_geometric_smote_KNN,abalone-3_vs_11,0,geometric_smote,KNN,NONE,NONE,BinaryEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_BinaryEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,solid_angle,7.0,BinaryEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_CatBoostEncoder_smote_KNN,abalone-3_vs_11,0,smote,KNN,NONE,NONE,CatBoostEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_CatBoostEncoder_borderline1_KNN,abalone-3_vs_11,0,borderline1,KNN,NONE,NONE,CatBoostEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_CatBoostEncoder_borderline2_KNN,abalone-3_vs_11,0,borderline2,KNN,NONE,NONE,CatBoostEncoder,0.9926,0.9901,0.9997,0.9908,0.9949,0.9888
abalone-3_vs_11_CatBoostEncoder_smoteSVM_KNN,abalone-3_vs_11,0,smoteSVM,KNN,NONE,NONE,CatBoostEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_CatBoostEncoder_geometric_smote_KNN,abalone-3_vs_11,0,geometric_smote,KNN,NONE,NONE,CatBoostEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_CatBoostEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,solid_angle,7.0,CatBoostEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_GLMMEncoder_smote_KNN,abalone-3_vs_11,0,smote,KNN,NONE,NONE,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_GLMMEncoder_borderline1_KNN,abalone-3_vs_11,0,borderline1,KNN,NONE,NONE,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_GLMMEncoder_borderline2_KNN,abalone-3_vs_11,0,borderline2,KNN,NONE,NONE,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_GLMMEncoder_smoteSVM_KNN,abalone-3_vs_11,0,smoteSVM,KNN,NONE,NONE,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_GLMMEncoder_geometric_smote_KNN,abalone-3_vs_11,0,geometric_smote,KNN,NONE,NONE,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_GLMMEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,solid_angle,7.0,GLMMEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HashingEncoder_smote_KNN,abalone-3_vs_11,0,smote,KNN,NONE,NONE,HashingEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HashingEncoder_borderline1_KNN,abalone-3_vs_11,0,borderline1,KNN,NONE,NONE,HashingEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HashingEncoder_borderline2_KNN,abalone-3_vs_11,0,borderline2,KNN,NONE,NONE,HashingEncoder,0.9926,0.9901,0.9997,0.9908,0.9949,0.9888
abalone-3_vs_11_HashingEncoder_smoteSVM_KNN,abalone-3_vs_11,0,smoteSVM,KNN,NONE,NONE,HashingEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HashingEncoder_geometric_smote_KNN,abalone-3_vs_11,0,geometric_smote,KNN,NONE,NONE,HashingEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HashingEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,solid_angle,7.0,HashingEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HelmertEncoder_smote_KNN,abalone-3_vs_11,0,smote,KNN,NONE,NONE,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HelmertEncoder_borderline1_KNN,abalone-3_vs_11,0,borderline1,KNN,NONE,NONE,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HelmertEncoder_borderline2_KNN,abalone-3_vs_11,0,borderline2,KNN,NONE,NONE,HelmertEncoder,0.9926,0.9901,0.9997,0.9908,0.9949,0.9888
abalone-3_vs_11_HelmertEncoder_smoteSVM_KNN,abalone-3_vs_11,0,smoteSVM,KNN,NONE,NONE,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HelmertEncoder_geometric_smote_KNN,abalone-3_vs_11,0,geometric_smote,KNN,NONE,NONE,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_HelmertEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,solid_angle,7.0,HelmertEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_JamesSteinEncoder_smote_KNN,abalone-3_vs_11,0,smote,KNN,NONE,NONE,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_JamesSteinEncoder_borderline1_KNN,abalone-3_vs_11,0,borderline1,KNN,NONE,NONE,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_JamesSteinEncoder_borderline2_KNN,abalone-3_vs_11,0,borderline2,KNN,NONE,NONE,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_JamesSteinEncoder_smoteSVM_KNN,abalone-3_vs_11,0,smoteSVM,KNN,NONE,NONE,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_JamesSteinEncoder_geometric_smote_KNN,abalone-3_vs_11,0,geometric_smote,KNN,NONE,NONE,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_JamesSteinEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,solid_angle,7.0,JamesSteinEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_LeaveOneOutEncoder_smote_KNN,abalone-3_vs_11,0,smote,KNN,NONE,NONE,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_LeaveOneOutEncoder_borderline1_KNN,abalone-3_vs_11,0,borderline1,KNN,NONE,NONE,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_LeaveOneOutEncoder_borderline2_KNN,abalone-3_vs_11,0,borderline2,KNN,NONE,NONE,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_LeaveOneOutEncoder_smoteSVM_KNN,abalone-3_vs_11,0,smoteSVM,KNN,NONE,NONE,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_LeaveOneOutEncoder_geometric_smote_KNN,abalone-3_vs_11,0,geometric_smote,KNN,NONE,NONE,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
abalone-3_vs_11_LeaveOneOutEncoder_dtosmote_KNN,abalone-3_vs_11,0,dtosmote,KNN,solid_angle,7.0,LeaveOneOutEncoder,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
