ID,DATASET,FOLD,PREPROC,ALGORITHM,ORDER,ALPHA,ENCODER,PRE,REC,SPE,F1,GEO,IBA
credit-approval_CatBoostEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,CatBoostEncoder,0.9059,0.8986,0.8816,0.8972,0.8861,0.7866
credit-approval_GLMMEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,GLMMEncoder,0.8926,0.8913,0.8816,0.8908,0.8852,0.7843
credit-approval_GLMMEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,GLMMEncoder,0.9007,0.8986,0.8875,0.8979,0.8914,0.7954
credit-approval_GLMMEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,GLMMEncoder,0.9007,0.8986,0.8875,0.8979,0.8914,0.7954
credit-approval_GLMMEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,GLMMEncoder,0.9073,0.9058,0.8964,0.9053,0.8999,0.8106
credit-approval_GLMMEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,GLMMEncoder,0.9155,0.9130,0.9023,0.9125,0.9061,0.8220
credit-approval_GLMMEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,GLMMEncoder,0.9091,0.9058,0.8934,0.9051,0.8976,0.8066
credit-approval_HashingEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,HashingEncoder,0.8795,0.8768,0.8639,0.8758,0.8680,0.7544
credit-approval_HashingEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,HashingEncoder,0.8916,0.8913,0.8846,0.8910,0.8873,0.7879
credit-approval_HashingEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,HashingEncoder,0.8713,0.8696,0.8579,0.8687,0.8618,0.7436
credit-approval_HashingEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,HashingEncoder,0.9007,0.8986,0.8875,0.8979,0.8914,0.7954
credit-approval_HashingEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,HashingEncoder,0.8779,0.8768,0.8668,0.8762,0.8704,0.7584
credit-approval_HashingEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,HashingEncoder,0.8860,0.8841,0.8727,0.8833,0.8766,0.7693
credit-approval_HelmertEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,HelmertEncoder,0.8819,0.8768,0.8609,0.8754,0.8653,0.7499
credit-approval_HelmertEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,HelmertEncoder,0.8713,0.8696,0.8579,0.8687,0.8618,0.7436
credit-approval_HelmertEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,HelmertEncoder,0.8713,0.8696,0.8579,0.8687,0.8618,0.7436
credit-approval_HelmertEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,HelmertEncoder,0.9007,0.8986,0.8875,0.8979,0.8914,0.7954
credit-approval_HelmertEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,HelmertEncoder,0.8926,0.8913,0.8816,0.8908,0.8852,0.7843
credit-approval_HelmertEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,HelmertEncoder,0.8880,0.8841,0.8698,0.8830,0.8741,0.7651
credit-approval_JamesSteinEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,JamesSteinEncoder,0.9007,0.8986,0.8875,0.8979,0.8914,0.7954
credit-approval_JamesSteinEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,JamesSteinEncoder,0.8880,0.8841,0.8698,0.8830,0.8741,0.7651
credit-approval_JamesSteinEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,JamesSteinEncoder,0.9073,0.9058,0.8964,0.9053,0.8999,0.8106
credit-approval_JamesSteinEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,JamesSteinEncoder,0.9091,0.9058,0.8934,0.9051,0.8976,0.8066
credit-approval_JamesSteinEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,JamesSteinEncoder,0.9073,0.9058,0.8964,0.9053,0.8999,0.8106
credit-approval_JamesSteinEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,JamesSteinEncoder,0.8860,0.8841,0.8727,0.8833,0.8766,0.7693
credit-approval_LeaveOneOutEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,LeaveOneOutEncoder,0.3033,0.5507,0.4493,0.3912,0.0000,0.0000
credit-approval_LeaveOneOutEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,LeaveOneOutEncoder,0.3033,0.5507,0.4493,0.3912,0.0000,0.0000
credit-approval_LeaveOneOutEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,LeaveOneOutEncoder,0.7193,0.5580,0.6335,0.4950,0.4653,0.2148
credit-approval_LeaveOneOutEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,LeaveOneOutEncoder,0.3033,0.5507,0.4493,0.3912,0.0000,0.0000
credit-approval_LeaveOneOutEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,LeaveOneOutEncoder,0.3033,0.5507,0.4493,0.3912,0.0000,0.0000
credit-approval_LeaveOneOutEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,LeaveOneOutEncoder,0.7569,0.7029,0.7398,0.6960,0.6980,0.4855
credit-approval_MEstimateEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,MEstimateEncoder,0.8926,0.8913,0.8816,0.8908,0.8852,0.7843
credit-approval_MEstimateEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,MEstimateEncoder,0.9007,0.8986,0.8875,0.8979,0.8914,0.7954
credit-approval_MEstimateEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,MEstimateEncoder,0.9155,0.9130,0.9023,0.9125,0.9061,0.8220
credit-approval_MEstimateEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,MEstimateEncoder,0.9073,0.9058,0.8964,0.9053,0.8999,0.8106
credit-approval_MEstimateEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,MEstimateEncoder,0.9091,0.9058,0.8934,0.9051,0.8976,0.8066
credit-approval_MEstimateEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,MEstimateEncoder,0.9178,0.9130,0.8994,0.9122,0.9037,0.8178
credit-approval_OneHotEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,OneHotEncoder,0.8926,0.8913,0.8816,0.8908,0.8852,0.7843
credit-approval_OneHotEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,OneHotEncoder,0.8943,0.8913,0.8786,0.8904,0.8828,0.7803
credit-approval_OneHotEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,OneHotEncoder,0.8926,0.8913,0.8816,0.8908,0.8852,0.7843
credit-approval_OneHotEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,OneHotEncoder,0.8770,0.8768,0.8698,0.8765,0.8726,0.7620
credit-approval_OneHotEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,OneHotEncoder,0.8860,0.8841,0.8727,0.8833,0.8766,0.7693
credit-approval_OneHotEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,OneHotEncoder,0.8943,0.8913,0.8786,0.8904,0.8828,0.7803
credit-approval_OrdinalEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,OrdinalEncoder,0.8993,0.8986,0.8905,0.8982,0.8936,0.7992
credit-approval_OrdinalEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,OrdinalEncoder,0.8968,0.8913,0.8757,0.8901,0.8801,0.7758
credit-approval_OrdinalEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,OrdinalEncoder,0.9091,0.9058,0.8934,0.9051,0.8976,0.8066
credit-approval_OrdinalEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,OrdinalEncoder,0.8819,0.8768,0.8609,0.8754,0.8653,0.7499
credit-approval_OrdinalEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,OrdinalEncoder,0.8860,0.8841,0.8727,0.8833,0.8766,0.7693
credit-approval_OrdinalEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,OrdinalEncoder,0.8993,0.8986,0.8905,0.8982,0.8936,0.7992
credit-approval_SumEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,SumEncoder,0.8908,0.8841,0.8668,0.8826,0.8713,0.7604
credit-approval_SumEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,SumEncoder,0.8943,0.8913,0.8786,0.8904,0.8828,0.7803
credit-approval_SumEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,SumEncoder,0.8795,0.8768,0.8639,0.8758,0.8680,0.7544
credit-approval_SumEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,SumEncoder,0.9029,0.8986,0.8846,0.8976,0.8889,0.7912
credit-approval_SumEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,SumEncoder,0.8819,0.8768,0.8609,0.8754,0.8653,0.7499
credit-approval_SumEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,SumEncoder,0.8880,0.8841,0.8698,0.8830,0.8741,0.7651
credit-approval_TargetEncoder_smote_RF,credit-approval,0,smote,RF,NONE,NONE,TargetEncoder,0.9007,0.8986,0.8875,0.8979,0.8914,0.7954
credit-approval_TargetEncoder_borderline1_RF,credit-approval,0,borderline1,RF,NONE,NONE,TargetEncoder,0.9073,0.9058,0.8964,0.9053,0.8999,0.8106
credit-approval_TargetEncoder_borderline2_RF,credit-approval,0,borderline2,RF,NONE,NONE,TargetEncoder,0.8993,0.8986,0.8905,0.8982,0.8936,0.7992
credit-approval_TargetEncoder_smoteSVM_RF,credit-approval,0,smoteSVM,RF,NONE,NONE,TargetEncoder,0.8993,0.8986,0.8905,0.8982,0.8936,0.7992
credit-approval_TargetEncoder_geometric_smote_RF,credit-approval,0,geometric_smote,RF,NONE,NONE,TargetEncoder,0.9118,0.9058,0.8905,0.9047,0.8949,0.8022
credit-approval_TargetEncoder_dtosmote_RF,credit-approval,0,dtosmote,RF,solid_angle,7.0,TargetEncoder,0.9155,0.9130,0.9023,0.9125,0.9061,0.8220
credit-approval_BaseNEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,BaseNEncoder,0.7542,0.7536,0.7366,0.7513,0.7404,0.5491
credit-approval_BaseNEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,BaseNEncoder,0.7677,0.7681,0.7603,0.7677,0.7633,0.5830
credit-approval_BaseNEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,BaseNEncoder,0.7605,0.7609,0.7485,0.7597,0.7522,0.5665
credit-approval_BaseNEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,BaseNEncoder,0.7311,0.7319,0.7189,0.7305,0.7225,0.5228
credit-approval_BaseNEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,BaseNEncoder,0.7463,0.7464,0.7307,0.7444,0.7345,0.5403
credit-approval_BaseNEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,BaseNEncoder,0.7473,0.7464,0.7277,0.7435,0.7313,0.5358
credit-approval_BinaryEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,BinaryEncoder,0.7473,0.7464,0.7277,0.7435,0.7313,0.5358
credit-approval_BinaryEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,BinaryEncoder,0.7468,0.7464,0.7426,0.7466,0.7442,0.5541
credit-approval_BinaryEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,BinaryEncoder,0.7386,0.7391,0.7307,0.7387,0.7338,0.5389
credit-approval_BinaryEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,BinaryEncoder,0.7530,0.7536,0.7426,0.7527,0.7461,0.5573
credit-approval_BinaryEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,BinaryEncoder,0.7393,0.7391,0.7218,0.7367,0.7255,0.5272
credit-approval_BinaryEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,BinaryEncoder,0.7473,0.7464,0.7277,0.7435,0.7313,0.5358
credit-approval_CatBoostEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,CatBoostEncoder,0.6881,0.6884,0.6656,0.6838,0.6676,0.4467
credit-approval_CatBoostEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,CatBoostEncoder,0.6949,0.6957,0.6864,0.6951,0.6895,0.4758
credit-approval_CatBoostEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,CatBoostEncoder,0.7017,0.7029,0.6893,0.7014,0.6929,0.4807
credit-approval_CatBoostEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,CatBoostEncoder,0.6944,0.6957,0.6804,0.6937,0.6839,0.4685
credit-approval_CatBoostEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,CatBoostEncoder,0.6962,0.6957,0.6715,0.6905,0.6731,0.4542
credit-approval_CatBoostEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,CatBoostEncoder,0.7244,0.7246,0.7070,0.7220,0.7105,0.5058
credit-approval_GLMMEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,GLMMEncoder,0.7315,0.7319,0.7248,0.7317,0.7275,0.5297
credit-approval_GLMMEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,GLMMEncoder,0.7170,0.7174,0.7100,0.7172,0.7128,0.5084
credit-approval_GLMMEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,GLMMEncoder,0.7101,0.7101,0.7041,0.7101,0.7065,0.4995
credit-approval_GLMMEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,GLMMEncoder,0.7240,0.7246,0.7159,0.7242,0.7190,0.5174
credit-approval_GLMMEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,GLMMEncoder,0.7611,0.7609,0.7455,0.7590,0.7494,0.5624
credit-approval_GLMMEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,GLMMEncoder,0.7315,0.7319,0.7248,0.7317,0.7275,0.5297
credit-approval_HashingEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,HashingEncoder,0.7384,0.7391,0.7278,0.7381,0.7313,0.5354
credit-approval_HashingEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,HashingEncoder,0.7046,0.7029,0.7012,0.7034,0.7020,0.4929
credit-approval_HashingEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,HashingEncoder,0.7311,0.7319,0.7219,0.7312,0.7252,0.5264
credit-approval_HashingEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,HashingEncoder,0.7311,0.7319,0.7189,0.7305,0.7225,0.5228
credit-approval_HashingEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,HashingEncoder,0.7323,0.7319,0.7129,0.7289,0.7164,0.5141
credit-approval_HashingEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,HashingEncoder,0.7611,0.7609,0.7455,0.7590,0.7494,0.5624
credit-approval_HelmertEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,HelmertEncoder,0.7095,0.7101,0.6922,0.7074,0.6956,0.4847
credit-approval_HelmertEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,HelmertEncoder,0.6724,0.6739,0.6597,0.6723,0.6631,0.4404
credit-approval_HelmertEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,HelmertEncoder,0.6589,0.6594,0.6509,0.6591,0.6538,0.4278
credit-approval_HelmertEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,HelmertEncoder,0.6283,0.6304,0.6153,0.6286,0.6184,0.3830
credit-approval_HelmertEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,HelmertEncoder,0.6947,0.6957,0.6774,0.6928,0.6807,0.4641
credit-approval_HelmertEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,HelmertEncoder,0.6652,0.6667,0.6538,0.6654,0.6572,0.4324
credit-approval_JamesSteinEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,JamesSteinEncoder,0.6797,0.6812,0.6656,0.6791,0.6690,0.4483
credit-approval_JamesSteinEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,JamesSteinEncoder,0.6812,0.6812,0.6745,0.6812,0.6771,0.4587
credit-approval_JamesSteinEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,JamesSteinEncoder,0.6836,0.6812,0.6805,0.6818,0.6808,0.4635
credit-approval_JamesSteinEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,JamesSteinEncoder,0.7103,0.7101,0.6893,0.7064,0.6921,0.4800
credit-approval_JamesSteinEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,JamesSteinEncoder,0.7542,0.7536,0.7366,0.7513,0.7404,0.5491
credit-approval_JamesSteinEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,JamesSteinEncoder,0.7033,0.7029,0.6804,0.6985,0.6827,0.4671
credit-approval_LeaveOneOutEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,LeaveOneOutEncoder,0.7020,0.7029,0.6923,0.7021,0.6956,0.4844
credit-approval_LeaveOneOutEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,LeaveOneOutEncoder,0.7091,0.7101,0.6982,0.7090,0.7017,0.4929
credit-approval_LeaveOneOutEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,LeaveOneOutEncoder,0.7238,0.7246,0.7130,0.7236,0.7165,0.5140
credit-approval_LeaveOneOutEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,LeaveOneOutEncoder,0.7164,0.7174,0.7041,0.7160,0.7077,0.5015
credit-approval_LeaveOneOutEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,LeaveOneOutEncoder,0.7487,0.7464,0.7248,0.7426,0.7278,0.5309
credit-approval_LeaveOneOutEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,LeaveOneOutEncoder,0.7173,0.7174,0.6981,0.7142,0.7014,0.4929
credit-approval_MEstimateEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,MEstimateEncoder,0.7323,0.7319,0.7129,0.7289,0.7164,0.5141
credit-approval_MEstimateEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,MEstimateEncoder,0.7238,0.7246,0.7130,0.7236,0.7165,0.5140
credit-approval_MEstimateEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,MEstimateEncoder,0.7270,0.7246,0.7249,0.7252,0.7247,0.5252
credit-approval_MEstimateEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,MEstimateEncoder,0.7463,0.7464,0.7307,0.7444,0.7345,0.5403
credit-approval_MEstimateEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,MEstimateEncoder,0.7244,0.7246,0.7070,0.7220,0.7105,0.5058
credit-approval_MEstimateEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,MEstimateEncoder,0.7167,0.7174,0.7011,0.7152,0.7047,0.4974
credit-approval_OneHotEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,OneHotEncoder,0.7315,0.7319,0.7248,0.7317,0.7275,0.5297
credit-approval_OneHotEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,OneHotEncoder,0.7391,0.7391,0.7337,0.7391,0.7359,0.5419
credit-approval_OneHotEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,OneHotEncoder,0.7531,0.7536,0.7455,0.7532,0.7485,0.5607
credit-approval_OneHotEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,OneHotEncoder,0.7463,0.7464,0.7307,0.7444,0.7345,0.5403
credit-approval_OneHotEncoder_geometric_smote_KNN,credit-approval,0,geometric_smote,KNN,NONE,NONE,OneHotEncoder,0.7534,0.7536,0.7396,0.7520,0.7434,0.5534
credit-approval_OneHotEncoder_dtosmote_KNN,credit-approval,0,dtosmote,KNN,solid_angle,7.0,OneHotEncoder,0.7473,0.7464,0.7277,0.7435,0.7313,0.5358
credit-approval_OrdinalEncoder_smote_KNN,credit-approval,0,smote,KNN,NONE,NONE,OrdinalEncoder,0.6907,0.6884,0.6596,0.6810,0.6589,0.4355
credit-approval_OrdinalEncoder_borderline1_KNN,credit-approval,0,borderline1,KNN,NONE,NONE,OrdinalEncoder,0.7254,0.7246,0.7041,0.7211,0.7071,0.5010
credit-approval_OrdinalEncoder_borderline2_KNN,credit-approval,0,borderline2,KNN,NONE,NONE,OrdinalEncoder,0.7152,0.7101,0.6803,0.7025,0.6796,0.4632
credit-approval_OrdinalEncoder_smoteSVM_KNN,credit-approval,0,smoteSVM,KNN,NONE,NONE,OrdinalEncoder,0.7017,0.6957,0.6626,0.6859,0.6593,0.4361
